SalesID,Product Name,Product Category,Sales Date,Sales Amount,Quantity Sold,Region,Customer ID,Customer Segment,SalesRep ID,Discount Applied,Cost Of Goods Sold,Sales Channel,Inventory Status,Return Status,Customer Feedback,Customer assessment of Sales Rep,Feedback Category
882,Treadmill,Sports & Outdoors,2023-08-02,400.0,5.0,Europe,CUST1091,Retail,REP007,0.05,300,Wholesale,Low Stock,Pending Return,Will shop again,Positive,Customer Service
883,Bluetooth Speaker,Electronics,2023-08-11,70.0,4.0,Europe,CUST1035,Online Direct,REP005,0.0,50,Online Direct,Low Stock,Pending Return,Not recommended,Postive,Value for Money
884,Bathrobe,Health & Beauty,2024-03-17,50.0,4.0,Asia Pacific,CUST1084,Retail,REP008,0.0,40,Online Direct,In Stock,Returned,Quick shipping,Neutral,Delivery Issues
885,Science Fiction,Books & Media,,30.0,2.0,Not Specified,,Wholesale,REP001,0.1,20,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
886,Denim Jacket,Fashion,2024-02-18,80.0,4.0,Latin America,CUST1067,Retail,REP005,0.05,60,Marketplace,In Stock,Returned,Damaged on arrival,Negative,Product Quality
887,Ski Boots,Sports & Outdoors,2024-04-05,130.0,2.0,Latin America,CUST1067,Online Direct,REP008,0.0,100,Retail,Out of Stock,Returned,Delays in delivery,Neutral,Delivery Issues
888,Power Bank,Electronics,2023-05-08,30.0,4.0,North America,CUST1093,Retail,REP004,0.0,20,Wholesale,Out of Stock,Returned,Too expensive,Neutral,Product Quality
889,Facial Moisturizer,Health & Beauty,2024-06-30,30.0,3.0,North America,CUST1035,Wholesale,REP007,0.05,25,Marketplace,Low Stock,Returned,Satisfied with my purchase,Positive,Experience with Purchase
890,Fiction Novel,Books & Media,,20.0,5.0,Not Specified,,Retail,REP010,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
891,Sweater Dress,Fashion,2023-04-02,70.0,5.0,Asia Pacific,CUST1001,Retail,REP003,0.0,50,Retail,In Stock,Pending Return,Good value for money,Positive,Product Quality
892,Food Processor,Home Appliances,2024-02-17,120.0,3.0,North America,CUST1093,Wholesale,REP003,0.0,100,Wholesale,Low Stock,No Return,Will shop again,Negative,Customer Service
893,Snowshoes,Sports & Outdoors,2024-02-12,90.0,2.0,Latin America,CUST1066,Subscription,REP002,0.0,70,Retail,Low Stock,Returned,Not as described,Positive,Product Description Accuracy
894,Webcam,Electronics,2024-01-14,40.0,3.0,North America,CUST1092,Retail,REP008,0.0,30,Online Direct,Low Stock,No Return,Quick shipping,Postive,Delivery Issues
895,Lip Gloss,Health & Beauty,2024-08-26,12.0,1.0,North America,CUST1058,Retail,REP003,0.0,10,Wholesale,Low Stock,Returned,Poor packaging,Neutral,Product Quality
896,Romance Novel,Books & Media,,20.0,2.0,Not Specified,,Online Direct,REP010,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
897,Jumpsuit,Fashion,2023-05-06,70.0,2.0,North America,CUST1065,Wholesale,REP005,0.1,50,Online Direct,Low Stock,Pending Return,Will shop again,Negative,Customer Service
898,Throw Pillow,Home Décor,2023-02-01,25.0,1.0,Europe,CUST1096,Subscription,REP002,0.0,20,Retail,In Stock,No Return,Not as described,Neutral,Product Description Accuracy
899,Baseball Glove,Sports & Outdoors,2023-03-29,30.0,3.0,North America,CUST1061,Online Direct,REP007,0.0,25,Retail,Out of Stock,No Return,Perfect fit,Neutral,Product Quality
900,Digital Camera,Electronics,2024-06-11,250.0,1.0,Latin America,CUST1017,Wholesale,REP008,0.0,200,Online Direct,Low Stock,No Return,Satisfied with my purchase,Positive,Experience with Purchase
901,Facial Serum,Health & Beauty,2024-08-03,30.0,5.0,Asia Pacific,CUST1014,Retail,REP006,0.05,20,Wholesale,Out of Stock,Pending Return,Exceeds expectations,Negative,Value for Money
902,Mystery Novel,Books & Media,,20.0,5.0,Not Specified,,Online Direct,REP006,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
903,Sweater Dress,Fashion,2024-06-23,70.0,1.0,Asia Pacific,CUST1049,Retail,REP007,0.0,50,Retail,Out of Stock,No Return,Delays in delivery,Negative,Delivery Issues
904,Treadmill,Sports & Outdoors,2024-06-08,400.0,5.0,Latin America,CUST1025,Wholesale,REP010,0.05,300,Online Direct,In Stock,Returned,Color not as shown,Positive,Product Quality
905,Bluetooth Speaker,Electronics,2024-07-21,70.0,1.0,Europe,CUST1039,Subscription,REP004,0.0,50,Marketplace,In Stock,Pending Return,Poor packaging,Postive,Product Quality
906,Bathrobe,Health & Beauty,2024-01-13,50.0,4.0,Middle East & Africa,CUST1006,Online Direct,REP007,0.0,40,Retail,Low Stock,Pending Return,Damaged on arrival,Neutral,Product Quality
907,Science Fiction,Books & Media,,30.0,4.0,Not Specified,,Retail,REP001,0.1,20,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
908,Denim Jacket,Fashion,2023-06-13,80.0,3.0,Latin America,CUST1004,Wholesale,REP002,0.05,60,Retail,Out of Stock,No Return,Not as described,Negative,Product Description Accuracy
909,Ski Boots,Sports & Outdoors,2024-06-03,130.0,3.0,Asia Pacific,CUST1052,Retail,REP009,0.0,100,Retail,Low Stock,Returned,Missing accessories,Neutral,Product Description Accuracy
910,Power Bank,Electronics,2023-02-09,30.0,4.0,North America,CUST1074,Online Direct,REP006,0.0,20,Online Direct,Out of Stock,Pending Return,Exceeds expectations,Neutral,Value for Money
911,Facial Moisturizer,Health & Beauty,2023-07-27,30.0,2.0,Asia Pacific,CUST1068,Retail,REP003,0.05,25,Online Direct,In Stock,Pending Return,Good value for money,Positive,Product Quality
912,Fiction Novel,Books & Media,,20.0,3.0,Not Specified,,Subscription,REP005,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
913,Sweater Dress,Fashion,2023-03-23,70.0,2.0,North America,CUST1070,Wholesale,REP003,0.0,50,Marketplace,Out of Stock,No Return,Perfect fit,Positive,Product Quality
914,Food Processor,Home Appliances,2023-07-17,120.0,3.0,Asia Pacific,CUST1003,Online Direct,REP002,0.0,100,Wholesale,In Stock,No Return,Delays in delivery,Negative,Delivery Issues
915,Snowshoes,Sports & Outdoors,2024-02-06,90.0,4.0,North America,CUST1041,Retail,REP005,0.0,70,Wholesale,Out of Stock,Pending Return,Item as described,Positive,Product Description Accuracy
916,Webcam,Electronics,2023-05-07,40.0,3.0,Latin America,CUST1099,Online Direct,REP004,0.0,30,Marketplace,In Stock,Returned,Damaged on arrival,Postive,Product Quality
917,Lip Gloss,Health & Beauty,2023-12-08,12.0,3.0,North America,CUST1045,Subscription,REP005,0.0,10,Wholesale,Out of Stock,Returned,Will shop again,Neutral,Customer Service
918,Romance Novel,Books & Media,,20.0,1.0,Not Specified,,Retail,REP004,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
919,Jumpsuit,Fashion,2023-10-21,70.0,2.0,Middle East & Africa,CUST1020,Wholesale,REP004,0.1,50,Wholesale,In Stock,Returned,Color not as shown,Negative,Product Quality
920,Throw Pillow,Home Décor,2024-03-11,25.0,2.0,Middle East & Africa,CUST1014,Online Direct,REP007,0.0,20,Online Direct,Out of Stock,Returned,Perfect fit,Neutral,Product Quality
921,Baseball Glove,Sports & Outdoors,2023-01-28,30.0,2.0,Not Specified,CUST1040,Retail,REP009,0.0,25,Retail,Low Stock,Returned,Arrived late,Neutral,Delivery Issues
922,Digital Camera,Electronics,2023-09-29,250.0,1.0,Middle East & Africa,CUST1082,Online Direct,REP007,0.0,200,Wholesale,In Stock,Returned,Good value for money,Positive,Product Quality
923,Facial Serum,Health & Beauty,2023-06-21,30.0,2.0,Europe,CUST1084,Wholesale,REP007,0.05,20,Retail,Out of Stock,Returned,Delays in delivery,Negative,Delivery Issues
924,Mystery Novel,Books & Media,,20.0,1.0,Not Specified,,Subscription,REP004,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
925,Sweater Dress,Fashion,2023-03-18,70.0,5.0,Middle East & Africa,CUST1030,Retail,REP005,0.0,50,Retail,Out of Stock,Returned,Missing accessories,Negative,Product Description Accuracy
926,Treadmill,Sports & Outdoors,2023-01-23,400.0,2.0,North America,CUST1024,Online Direct,REP010,0.05,300,Marketplace,Out of Stock,Returned,Fantastic experience,Positive,Experience with Purchase
927,Bluetooth Speaker,Electronics,2024-05-30,70.0,3.0,Middle East & Africa,CUST1024,Retail,REP007,0.0,50,Retail,Low Stock,No Return,Will shop again,Postive,Customer Service
928,Bathrobe,Health & Beauty,2023-06-03,50.0,1.0,Latin America,CUST1092,Wholesale,REP009,0.0,40,Retail,Out of Stock,Returned,Not as described,Neutral,Product Description Accuracy
929,Science Fiction,Books & Media,,30.0,1.0,Not Specified,,Online Direct,REP004,0.1,20,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
930,Denim Jacket,Fashion,2023-08-09,80.0,2.0,North America,CUST1086,Retail,REP005,0.05,60,Retail,Low Stock,Returned,Item as described,Negative,Product Description Accuracy
931,Ski Boots,Sports & Outdoors,2023-04-27,130.0,4.0,Middle East & Africa,CUST1043,Wholesale,REP004,0.0,100,Retail,In Stock,No Return,Will return,Neutral,Customer Service
932,Power Bank,Electronics,2024-04-26,30.0,5.0,Asia Pacific,CUST1072,Online Direct,REP007,0.0,20,Retail,Out of Stock,Pending Return,Delays in delivery,Neutral,Delivery Issues
933,Facial Moisturizer,Health & Beauty,2024-04-11,30.0,3.0,Middle East & Africa,CUST1048,Retail,REP002,0.05,25,Online Direct,Out of Stock,Pending Return,Perfect fit,Positive,Product Quality
934,Fiction Novel,Books & Media,,20.0,3.0,Not Specified,,Online Direct,REP003,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
935,Sweater Dress,Fashion,2024-04-17,70.0,4.0,Latin America,CUST1023,Wholesale,REP006,0.0,50,Online Direct,Out of Stock,No Return,Arrived late,Positive,Delivery Issues
936,Food Processor,Home Appliances,2024-04-21,120.0,4.0,Europe,CUST1061,Retail,REP009,0.0,100,Retail,Out of Stock,No Return,Not as described,Negative,Product Description Accuracy
937,Snowshoes,Sports & Outdoors,2023-08-06,90.0,2.0,Middle East & Africa,CUST1027,Subscription,REP009,0.0,70,Marketplace,Low Stock,Pending Return,Won't buy again,Positive,Customer Service
938,Webcam,Electronics,2023-09-16,40.0,4.0,North America,CUST1003,Online Direct,REP007,0.0,30,Marketplace,Out of Stock,No Return,Not as described,Postive,Product Description Accuracy
939,Lip Gloss,Health & Beauty,2023-05-04,12.0,5.0,Asia Pacific,CUST1044,Retail,REP005,0.0,10,Marketplace,Low Stock,Pending Return,Color not as shown,Neutral,Product Quality
940,Romance Novel,Books & Media,,20.0,1.0,Not Specified,,Wholesale,REP006,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
941,Jumpsuit,Fashion,2023-03-22,70.0,2.0,North America,CUST1008,Online Direct,REP002,0.1,50,Marketplace,Low Stock,Returned,Fantastic experience,Negative,Experience with Purchase
942,Throw Pillow,Home Décor,2024-08-30,25.0,2.0,Latin America,CUST1097,Retail,REP009,0.0,20,Online Direct,In Stock,Returned,Color not as shown,Neutral,Product Quality
943,Baseball Glove,Sports & Outdoors,2024-07-27,30.0,3.0,North America,CUST1061,Subscription,REP002,0.0,25,Online Direct,Out of Stock,Returned,Returning this item,Neutral,Experience with Purchase
944,Digital Camera,Electronics,2023-04-08,250.0,5.0,North America,CUST1010,Wholesale,REP002,0.0,200,Marketplace,Low Stock,No Return,Perfect fit,Positive,Product Quality
945,Facial Serum,Health & Beauty,2023-07-14,30.0,3.0,Latin America,CUST1036,Online Direct,REP001,0.05,20,Online Direct,In Stock,Pending Return,Missing accessories,Negative,Product Description Accuracy
946,Mystery Novel,Books & Media,,20.0,3.0,Not Specified,,Retail,REP010,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
947,Sweater Dress,Fashion,2023-06-09,70.0,4.0,Europe,CUST1065,Subscription,REP009,0.0,50,Retail,Out of Stock,Returned,Will return,Negative,Customer Service
948,Treadmill,Sports & Outdoors,2023-03-11,400.0,1.0,Latin America,CUST1020,Retail,REP004,0.05,300,Marketplace,In Stock,Pending Return,Top notch,Positive,Product Quality
949,Bluetooth Speaker,Electronics,2023-03-31,70.0,2.0,Asia Pacific,CUST1053,Wholesale,REP007,0.0,50,Marketplace,In Stock,No Return,Color not as shown,Postive,Product Quality
950,Bathrobe,Health & Beauty,2023-04-04,50.0,2.0,North America,CUST1014,Online Direct,REP006,0.0,40,Wholesale,In Stock,No Return,Item as described,Neutral,Product Description Accuracy
951,Science Fiction,Books & Media,,30.0,2.0,Not Specified,,Subscription,REP001,0.1,20,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
952,Denim Jacket,Fashion,2024-01-06,80.0,4.0,Middle East & Africa,CUST1062,Retail,REP002,0.05,60,Retail,In Stock,Pending Return,Won't buy again,Negative,Customer Service
953,Ski Boots,Sports & Outdoors,2023-07-28,130.0,1.0,Not Specified,CUST1099,Wholesale,REP006,0.0,100,Marketplace,Low Stock,Returned,Mislabelled,Neutral,Product Description Accuracy
954,Power Bank,Electronics,2024-01-20,30.0,5.0,Not Specified,CUST1081,Online Direct,REP009,0.0,20,Retail,Low Stock,Returned,Missing accessories,Neutral,Product Description Accuracy
955,Facial Moisturizer,Health & Beauty,2023-06-28,30.0,1.0,Middle East & Africa,CUST1017,Retail,REP009,0.05,25,Online Direct,In Stock,No Return,Arrived late,Positive,Delivery Issues
956,Fiction Novel,Books & Media,,20.0,1.0,Not Specified,,Wholesale,REP010,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
957,Sweater Dress,Fashion,2023-05-28,70.0,3.0,Latin America,CUST1096,Online Direct,REP004,0.0,50,Retail,In Stock,Pending Return,Returning this item,Positive,Experience with Purchase
958,Food Processor,Home Appliances,2024-03-31,120.0,2.0,Latin America,CUST1073,Subscription,REP007,0.0,100,Wholesale,Out of Stock,Pending Return,Perfect fit,Negative,Product Quality
959,Snowshoes,Sports & Outdoors,2023-07-01,90.0,5.0,Latin America,CUST1065,Retail,REP009,0.0,70,Wholesale,Out of Stock,No Return,Very fast service,Positive,Experience with Purchase
960,Webcam,Electronics,2023-09-10,40.0,2.0,Latin America,CUST1090,Wholesale,REP010,0.0,30,Online Direct,Out of Stock,Returned,Item as described,Postive,Product Description Accuracy
961,Lip Gloss,Health & Beauty,2024-07-31,12.0,5.0,Middle East & Africa,CUST1012,Online Direct,REP008,0.0,10,Retail,Low Stock,Returned,Fantastic experience,Neutral,Experience with Purchase
962,Romance Novel,Books & Media,,20.0,1.0,Not Specified,,Retail,REP006,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
963,Jumpsuit,Fashion,2023-01-08,70.0,5.0,Europe,CUST1055,Subscription,REP009,0.1,50,Retail,In Stock,Pending Return,Top notch,Negative,Product Quality
964,Throw Pillow,Home Décor,2023-01-11,25.0,2.0,Asia Pacific,CUST1073,Wholesale,REP004,0.0,20,Marketplace,In Stock,Pending Return,Missing accessories,Neutral,Product Description Accuracy
965,Baseball Glove,Sports & Outdoors,2023-06-16,30.0,5.0,North America,CUST1067,Online Direct,REP003,0.0,25,Marketplace,Out of Stock,Returned,Do not recommend,Neutral,Customer Service
966,Digital Camera,Electronics,2024-07-09,250.0,1.0,Asia Pacific,CUST1042,Retail,REP006,0.0,200,Online Direct,Out of Stock,Returned,Arrived late,Positive,Delivery Issues
967,Facial Serum,Health & Beauty,2024-06-12,30.0,5.0,Asia Pacific,CUST1099,Retail,REP007,0.05,20,Retail,In Stock,Returned,Will return,Negative,Customer Service
968,Mystery Novel,Books & Media,,20.0,1.0,Not Specified,,Wholesale,REP002,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
969,Sweater Dress,Fashion,2023-09-29,70.0,3.0,North America,CUST1089,Subscription,REP003,0.0,50,Wholesale,Out of Stock,Pending Return,Mislabelled,Negative,Product Description Accuracy
970,Treadmill,Sports & Outdoors,2023-03-27,400.0,4.0,Asia Pacific,CUST1033,Retail,REP009,0.05,300,Marketplace,Low Stock,Pending Return,Nice experience,Positive,Experience with Purchase
971,Bluetooth Speaker,Electronics,2024-07-26,70.0,2.0,Asia Pacific,CUST1044,Retail,REP009,0.0,50,Marketplace,Out of Stock,Returned,Fantastic experience,Postive,Experience with Purchase
972,Bathrobe,Health & Beauty,2024-03-23,50.0,2.0,North America,CUST1068,Online Direct,REP006,0.0,40,Retail,In Stock,No Return,Won't buy again,Neutral,Customer Service
973,Science Fiction,Books & Media,,30.0,4.0,Not Specified,,Wholesale,REP008,0.1,20,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
974,Denim Jacket,Fashion,2023-03-12,80.0,3.0,Asia Pacific,CUST1071,Subscription,REP010,0.05,60,Wholesale,Low Stock,Pending Return,Very fast service,Negative,Experience with Purchase
975,Ski Boots,Sports & Outdoors,2024-01-10,130.0,2.0,Middle East & Africa,CUST1063,Online Direct,REP002,0.0,100,Marketplace,In Stock,Pending Return,Great product,Neutral,Product Quality
976,Power Bank,Electronics,2023-12-31,30.0,1.0,Europe,CUST1048,Wholesale,REP006,0.0,20,Marketplace,In Stock,No Return,Will return,Neutral,Customer Service
977,Facial Moisturizer,Health & Beauty,2023-09-06,30.0,4.0,Europe,CUST1073,Retail,REP002,0.05,25,Wholesale,In Stock,Returned,Returning this item,Positive,Experience with Purchase
978,Fiction Novel,Books & Media,,20.0,5.0,Not Specified,,Online Direct,REP005,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Negative,No Feedback
979,Sweater Dress,Fashion,2023-11-09,70.0,4.0,Middle East & Africa,CUST1061,Retail,REP004,0.0,50,Wholesale,In Stock,Pending Return,Do not recommend,Positive,Customer Service
980,Food Processor,Home Appliances,2024-01-29,120.0,4.0,North America,CUST1022,Wholesale,REP009,0.0,100,Retail,Out of Stock,Returned,Color not as shown,Negative,Product Quality
981,Snowshoes,Sports & Outdoors,2023-03-15,90.0,4.0,Asia Pacific,CUST1005,Subscription,REP002,0.0,70,Marketplace,In Stock,No Return,Very satisfied,Positive,Product Quality
982,Webcam,Electronics,2023-07-12,40.0,3.0,Latin America,CUST1003,Online Direct,REP002,0.0,30,Marketplace,Out of Stock,Returned,Won't buy again,Postive,Customer Service
983,Lip Gloss,Health & Beauty,2024-06-14,12.0,1.0,Middle East & Africa,CUST1010,Retail,REP008,0.0,10,Online Direct,Low Stock,Returned,Top notch,Neutral,Product Quality
984,Romance Novel,Books & Media,,20.0,5.0,Not Specified,,Wholesale,REP007,0.0,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
985,Jumpsuit,Fashion,2023-02-14,70.0,1.0,Latin America,CUST1094,Retail,REP006,0.1,50,Marketplace,Out of Stock,Returned,Nice experience,Negative,Experience with Purchase
986,Throw Pillow,Home Décor,2023-04-23,25.0,5.0,North America,CUST1046,Online Direct,REP006,0.0,20,Wholesale,In Stock,No Return,Item as described,Neutral,Product Description Accuracy
987,Baseball Glove,Sports & Outdoors,2024-06-23,30.0,2.0,Asia Pacific,CUST1035,Retail,REP007,0.0,25,Online Direct,In Stock,Returned,Not worth the money,Neutral,Product Quality
988,Digital Camera,Electronics,2023-08-02,250.0,2.0,Europe,CUST1099,Subscription,REP008,0.0,200,Retail,Out of Stock,Pending Return,Returning this item,Positive,Experience with Purchase
989,Facial Serum,Health & Beauty,2024-07-16,30.0,3.0,Middle East & Africa,CUST1049,Wholesale,REP001,0.05,20,Online Direct,Low Stock,Returned,Mislabelled,Negative,Product Description Accuracy
990,Mystery Novel,Books & Media,,20.0,5.0,Not Specified,,Online Direct,REP003,0.05,15,Not Specified,Not Specified,Not Specified,No Feedback,Positive,No Feedback
